id,timestamp,sender,reply_to,content
55,04.04.2021 12:58:14,User,,"Dr. Eduardo Carlos Herrera CotrinaMay he Rest In Peace ❤️Lima, Peru Eduardo a young doctor from Lima passed away a few short weeks after receiving the Sinopharm injection. On February 14, He shared an article on Facebook that criticized doctors who denounce and warn about the danger of the Covid Vaccine. On February 22, he shared a photo of himself receiving the injection. On March 16, Peru's medical college reported his death claiming Covid took his life as they always do. #Sinopharm  #Death #Peru #COVIDVACCINEVICTIMS HTTPS://T.ME/COVIDVACCINEVICTIMS"
138,17.04.2021 23:14:35,User,,"BOMBSHELL: Disposable Blue Face Masks Found To Contain Toxic, Asbestos-Like Substance That Destroys Lungs"
242,18.05.2021 11:47:24,User,,IT'S JUST...
249,19.05.2021 12:30:24,User,,FDA WOULD NOT EVEN TOUCH THIS.
264,20.05.2021 13:48:12,User,,"The American Red Cross says you cannot donate Blood Plasma if you've had the vaccine, because the vaccine wipes out the body's natural antibodies."
277,22.05.2021 08:24:04,User,,"You’re absolutely right. Why ARE they applying awful pressure to get EVERYONE vaccinated?Sure, the elderly & clinically vulnerable.But then why ANYONE else?Why pregnant women? We’ve not got the reproductive toxicology results yet.Why young & healthy people? They’re more likely to die in a fall off a step ladder or down their own stairs at home than “with Covid19”.Why children, for goodness sake. They’re at unmeasurably low risk.Yet vaccination unfortunately has killed thousands. If U.K. alone, well over 1000 reported to Yellow Card alone. Sure, there are coincidental deaths after anything. Doesn’t mean causation. But comparing number of deaths post Covid19 vaccination & any other vaccination in U.K., we find this stunning fact: the number of people who’ve died within 28d of Covid19 vaccination in four months is GREATER than the total of all other vaccinations COMBINED for a period of OVER ten years.It’s not down to the number of vaccinations, either.It is a complete SCANDAL that no one but outsiders are talking about this.It’s happening all around the world where mass vaccination is going on.Back to the “why are they intent on getting everyone vaccinated?” question.The most likely explanation is that there’s an intent to herd everyone onto a Vaccine Passports system.Why that? Because it grants the owner of the database & algorithms (what it decides what a person can do or not do, when they present a VaxPass) TOTALITARIAN POWER over everyone. Any threshold like a border or a shop can be so controlled. So could every transaction.Why is that an important objective for these criminal perpetrators?While I cannot be certain, the combination of callous disregard for people’s safety & lives, the economy & civil society, coupled with ignoring criminal activity, breaches of the Nuremberg code, the lying about variants & top up vaccines, on top of the tens of thousands of lockdown policy deaths (including from poor access to the NHS for over a year) leads me to suspect the following.VaxPass will order you to attend for your 3rd or 4th vaccination. As an immunologist, I am telling you that do not need these vaccinations, especially if you’ve had two jabs already.I can think of no benign reasons for any of this, and see several places where your life is being put at risk, for no benefit to you.All the things which are happening in U.K. are also happening in scores of other countries, including the same half a dozen ridiculous lies. The same fearful propaganda techniques. The same censorship & smearing, instead of debating. To me that’s unequivocal evidence of cooperation & planning, internationally.That’s conspiracy. Anyone baulking at that word, please ask yourself why.It’s not coincidence but a conspiracy.  Nothing theoretical about it.My honest opinion, and it gains strength by the gathering lunacy on a weekly basis, is that there is a clear intent to murder a great number of people.You don’t go to this much trouble only to give up at the end.40 years learning & applying human biological sciences in a commercial R&D setting honed my ability to “spot faint patterns in sparse data”.That’s what I did for a living, for decades.No one is paying me to say this, on the contrary, it’s costing me to speak out. I’m sharper & better read than I’ve been in a decade. So when I conclude that the most likely interpretation is that top up vaccines will be used to murder a significant proportion of the planet, with “plausible deniability”, it’s worth you giving deep attention to it. What if I’m right?You’ve not got long. No one is going to save us, if I’m right. Only you / we can save ourselves. Two common objections:1. “No body is that evil”. Ha ha. Are you kidding? Missed history?2. “This is far too difficult to have planned it”. It’s not that complicated. Use a handful of lies & policies. Take complete control of the media & censor all others. Wait for social psychology to do the rest.Also pls see this documentary:"
574,18.06.2021 19:23:27,User,570.0,"Doctors who explain clearly why vaccines aren't safe or effective.1. Dr. Nancy Banks -   2. Dr. Russell Blaylock -   3. Dr. Shiv Chopra -   4. Dr. Sherri Tenpenny -   5. Dr. Suzanne Humphries -   6. Dr. Larry Palevsky -   7. Dr. Toni Bark -   8. Dr. Andrew Wakefield -   9. Dr. Meryl Nass -   10. Dr. Raymond Obomsawin -   11. Dr. Ghislaine Lanctot -   12. Dr. Robert Rowen -   13. Dr. David Ayoub -   14. Dr. Boyd Haley PhD -   15. Dr. Rashid Buttar -   16. Dr. Roby Mitchell -   17. Dr. Ken Stoller -   18. Dr. Mayer Eisenstein -   19. Dr. Frank Engley, PhD -   20. Dr. David Davis -   21. Dr Tetyana Obukhanych -   22. Dr. Harold E Buttram -   23. Dr. Kelly Brogan -   24. Dr. RC Tent -   25. Dr. Rebecca Carley -   26. Dr. Andrew Moulden -   27. Dr. Jack Wolfson -   28. Dr. Michael Elice -   29. Dr. Terry Wahls -   30. Dr. Stephanie Seneff -   31. Dr. Paul Thomas -   32. Many doctors talking at once -   33. Dr. Richard Moskowitz - censored  34. Dr. Jane Orient -   35. Dr. Richard Deth -   36. Dr. Lucija Tomljenovic -   37. Dr Chris Shaw -   38. Dr. Susan McCreadie -   39. Dr. Mary Ann Block -   40. Dr. David Brownstein -   41. Dr. Jayne Donegan -   42. Dr. Troy Ross - censored  43. Dr. Philip Incao -   44. Dr. Joseph Mercola -   45. Dr. Jeff Bradstreet -   46. Dr. Robert Mendelson -   47. Dr Theresa Deisher   48. Dr. Sam Eggertsen- more doctors testifying that vaccines aren't safe or effective, in these documentaries....1. Vaccination - The Silent Epidemic -   2. The Greater Good -   3. Shots In The Dark -   4. Vaccination The Hidden Truth -   5. Vaccine Nation -   6. Vaccination - The Truth About Vaccines -   7. Lethal Injection -   8. Bought -   9. Deadly Immunity -   10. Autism - Made in the USA -   11. Beyond Treason -   12. Trace Amounts -   13. Why We Don't Vaccinate -  hour court case   Vaccination - The Silent Epidemic(2013)-  The Greater Good - (2011) Shots In The Dark -(2009) Vaccination The Hidden Truth -(1998) Vaccine Nation - (2008) Vaccination - The Truth About Vaccines - Lethal Injection -  Bought - (2015)   Deadly Immunity - (2005) Autism - Made in the USA(2009)-  Beyond Treason - (2005) Trace Amounts - (2014) Why We Don't Vaccinate - Autism Yesterday - (2010)"
575,18.06.2021 19:24:31,User,545.0,"Doctors who explain clearly why vaccines aren't safe or effective.1. Dr. Nancy Banks -   2. Dr. Russell Blaylock -   3. Dr. Shiv Chopra -   4. Dr. Sherri Tenpenny -   5. Dr. Suzanne Humphries -   6. Dr. Larry Palevsky -   7. Dr. Toni Bark -   8. Dr. Andrew Wakefield -   9. Dr. Meryl Nass -   10. Dr. Raymond Obomsawin -   11. Dr. Ghislaine Lanctot -   12. Dr. Robert Rowen -   13. Dr. David Ayoub -   14. Dr. Boyd Haley PhD -   15. Dr. Rashid Buttar -   16. Dr. Roby Mitchell -   17. Dr. Ken Stoller -   18. Dr. Mayer Eisenstein -   19. Dr. Frank Engley, PhD -   20. Dr. David Davis -   21. Dr Tetyana Obukhanych -   22. Dr. Harold E Buttram -   23. Dr. Kelly Brogan -   24. Dr. RC Tent -   25. Dr. Rebecca Carley -   26. Dr. Andrew Moulden -   27. Dr. Jack Wolfson -   28. Dr. Michael Elice -   29. Dr. Terry Wahls -   30. Dr. Stephanie Seneff -   31. Dr. Paul Thomas -   32. Many doctors talking at once -   33. Dr. Richard Moskowitz - censored  34. Dr. Jane Orient -   35. Dr. Richard Deth -   36. Dr. Lucija Tomljenovic -   37. Dr Chris Shaw -   38. Dr. Susan McCreadie -   39. Dr. Mary Ann Block -   40. Dr. David Brownstein -   41. Dr. Jayne Donegan -   42. Dr. Troy Ross - censored  43. Dr. Philip Incao -   44. Dr. Joseph Mercola -   45. Dr. Jeff Bradstreet -   46. Dr. Robert Mendelson -   47. Dr Theresa Deisher   48. Dr. Sam Eggertsen- more doctors testifying that vaccines aren't safe or effective, in these documentaries....1. Vaccination - The Silent Epidemic -   2. The Greater Good -   3. Shots In The Dark -   4. Vaccination The Hidden Truth -   5. Vaccine Nation -   6. Vaccination - The Truth About Vaccines -   7. Lethal Injection -   8. Bought -   9. Deadly Immunity -   10. Autism - Made in the USA -   11. Beyond Treason -   12. Trace Amounts -   13. Why We Don't Vaccinate -  hour court case   Vaccination - The Silent Epidemic(2013)-  The Greater Good - (2011) Shots In The Dark -(2009) Vaccination The Hidden Truth -(1998) Vaccine Nation - (2008) Vaccination - The Truth About Vaccines - Lethal Injection -  Bought - (2015)   Deadly Immunity - (2005) Autism - Made in the USA(2009)-  Beyond Treason - (2005) Trace Amounts - (2014) Why We Don't Vaccinate - Autism Yesterday - (2010)"
615,22.06.2021 17:15:17,User,,Shocking Reports of FORCED VACCINATIONS in India.🇮🇳 t.me/IndiaTVN
670,03.07.2021 01:46:51,User,662.0,THE TEN STAGES OF GENOCIDE
